1.39	0.08	1.32	1.08
1.39	0.08	1.32	1.08
1.39	0.08	1.32	1.08
1.37	0.08	1.32	1.10
1.37	0.08	1.32	1.10
1.37	0.08	1.32	1.10
1.37	0.08	1.32	1.10
1.36	0.24	2.95	1.86
1.36	0.24	2.95	1.86
1.36	0.24	2.95	1.86
1.36	0.24	2.95	1.86
1.29	0.23	4.06	2.25
1.29	0.23	4.06	2.25
1.29	0.23	4.06	2.25
1.29	0.23	4.06	2.25
1.22	0.15	1.74	1.69
1.22	0.15	1.74	1.69
1.22	0.15	1.74	1.69
1.22	0.15	1.74	1.69
1.97	0.14	1.67	1.83
1.97	0.14	1.67	1.83
1.97	0.14	1.67	1.83
1.97	0.14	1.67	1.83
1.07	0.15	1.67	1.43
1.07	0.15	1.67	1.43
1.07	0.15	1.67	1.43
1.07	0.15	1.67	1.43
1.12	0.15	1.61	1.11
1.12	0.15	1.61	1.11
1.12	0.15	1.61	1.11
1.12	0.15	1.61	1.11
0.97	0.14	1.59	1.77
0.97	0.14	1.59	1.77
0.97	0.14	1.59	1.77
0.97	0.14	1.59	1.77
0.86	0.14	1.64	1.85
0.86	0.14	1.64	1.85
0.86	0.14	1.64	1.85
0.86	0.14	1.64	1.85
0.83	0.14	2.25	3.87
0.83	0.14	2.25	3.87
0.83	0.14	2.25	3.87
0.83	0.14	2.25	3.87
3.07	0.22	1.76	2.23
3.07	0.22	1.76	2.23
3.07	0.22	1.76	2.23
3.07	0.22	1.76	2.23
1.68	0.14	1.57	1.15
1.68	0.14	1.57	1.15
1.68	0.14	1.57	1.15
1.68	0.14	1.57	1.15
1.51	0.14	1.63	1.25
1.51	0.14	1.63	1.25
1.51	0.14	1.63	1.25
1.51	0.14	1.63	1.25
2.28	0.11	1.49	1.81
2.28	0.11	1.49	1.81
2.28	0.11	1.49	1.81
2.28	0.11	1.49	1.81
1.54	0.13	1.15	1.46
1.54	0.13	1.15	1.46
1.54	0.13	1.15	1.46
1.54	0.13	1.15	1.46
1.86	0.13	1.10	1.35
1.86	0.13	1.10	1.35
1.86	0.13	1.10	1.35
1.86	0.13	1.10	1.35
2.07	0.31	2.57	1.98
2.07	0.31	2.57	1.98
2.07	0.31	2.57	1.98
2.07	0.31	2.57	1.98
1.68	0.29	2.49	2.05
1.68	0.29	2.49	2.05
1.68	0.29	2.49	2.05
1.68	0.29	2.49	2.05
2.24	0.30	2.48	2.01
2.24	0.30	2.48	2.01
2.24	0.30	2.48	2.01
2.24	0.30	2.48	2.01
1.76	0.29	2.95	2.15
1.76	0.29	2.95	2.15
1.76	0.29	2.95	2.15
1.76	0.29	2.95	2.15
3.56	0.12	1.66	1.80
3.56	0.12	1.66	1.80
3.56	0.12	1.66	1.80
3.56	0.12	1.66	1.80
1.68	0.12	1.13	1.79
1.68	0.12	1.13	1.79
1.68	0.12	1.13	1.79
1.68	0.12	1.13	1.79
1.42	0.14	1.30	3.54
1.42	0.14	1.30	3.54
1.42	0.14	1.30	3.54
1.42	0.14	1.30	3.54
1.03	0.13	0.87	2.11
1.03	0.13	0.87	2.11
1.03	0.13	0.87	2.11
1.03	0.13	0.87	2.11
1.47	0.13	0.90	1.77
1.47	0.13	0.90	1.77
1.47	0.13	0.90	1.77
1.47	0.13	0.90	1.77
1.00	0.28	1.88	2.21
1.00	0.28	1.88	2.21
1.00	0.28	1.88	2.21
1.00	0.28	1.88	2.21
2.34	0.30	2.23	1.82
2.34	0.30	2.23	1.82
2.34	0.30	2.23	1.82
2.34	0.30	2.23	1.82
2.82	0.35	4.43	1.89
2.82	0.35	4.43	1.89
2.82	0.35	4.43	1.89
2.82	0.35	4.43	1.89
0.71	0.11	0.81	1.43
0.71	0.11	0.81	1.43
0.71	0.11	0.81	1.43
0.71	0.11	0.81	1.43
0.74	0.05	0.60	1.04
0.74	0.05	0.60	1.04
0.74	0.05	0.60	1.04
0.74	0.05	0.60	1.04
1.37	0.04	0.56	1.01
1.37	0.04	0.56	1.01
1.37	0.04	0.56	1.01
1.37	0.04	0.56	1.01
1.30	0.14	1.37	1.53
1.30	0.14	1.37	1.53
1.30	0.14	1.37	1.53
1.30	0.14	1.37	1.53
1.44	0.16	1.40	1.39
1.44	0.16	1.40	1.39
1.44	0.16	1.40	1.39
1.44	0.16	1.40	1.39
4.93	0.32	5.33	2.08
4.93	0.32	5.33	2.08
4.93	0.32	5.33	2.08
4.93	0.32	5.33	2.08
8.98	0.20	1.64	1.03
8.98	0.20	1.64	1.03
8.98	0.20	1.64	1.03
8.98	0.20	1.64	1.03
4.25	2.13	1.76	3.64
4.25	2.13	1.76	3.64
4.25	2.13	1.76	3.64
4.25	2.13	1.76	3.64
1.07	0.20	1.52	1.91
1.07	0.20	1.52	1.91
1.07	0.20	1.52	1.91
1.07	0.20	1.52	1.91
0.98	0.16	1.40	1.05
0.98	0.16	1.40	1.05
0.98	0.16	1.40	1.05
0.98	0.16	1.40	1.05
19.35	0.23	10.08	1.07
19.35	0.23	10.08	1.07
19.35	0.23	10.08	1.07
19.35	0.23	10.08	1.07
19.60	0.15	1.91	1.04
19.60	0.15	1.91	1.04
19.60	0.15	1.91	1.04
19.60	0.15	1.91	1.04
4.80	0.14	1.30	9.27
4.80	0.14	1.30	9.27
4.80	0.14	1.30	9.27
4.80	0.14	1.30	9.27
3.23	1.88	1.53	12.73
3.23	1.88	1.53	12.73
3.23	1.88	1.53	12.73
3.23	1.88	1.53	12.73
1.53	0.12	3.50	1.58
1.53	0.12	3.50	1.58
1.53	0.12	3.50	1.58
1.53	0.12	3.50	1.58
2.05	0.09	2.74	1.21
2.05	0.09	2.74	1.21
2.05	0.09	2.74	1.21
2.05	0.09	2.74	1.21
1.02	0.12	1.52	1.48
1.02	0.12	1.52	1.48
1.02	0.12	1.52	1.48
1.02	0.12	1.52	1.48
1.27	0.15	1.39	0.92
1.27	0.15	1.39	0.92
1.27	0.15	1.39	0.92
1.27	0.15	1.39	0.92
0.95	0.84	3.78	0.79
0.95	0.84	3.78	0.79
0.95	0.84	3.78	0.79
0.95	0.84	3.78	0.79
1.46	0.12	1.55	1.29
1.46	0.12	1.55	1.29
1.46	0.12	1.55	1.29
1.46	0.12	1.55	1.29
1.35	0.09	1.41	1.68
1.35	0.09	1.41	1.68
1.35	0.09	1.41	1.68
1.35	0.09	1.41	1.68
1.37	0.08	1.38	1.18
1.37	0.08	1.38	1.18
1.37	0.08	1.38	1.18
1.37	0.08	1.38	1.18
4.42	0.08	1.33	0.97
4.42	0.08	1.33	0.97
4.42	0.08	1.33	0.97
4.42	0.08	1.33	0.97
1.47	0.06	1.25	1.15
1.47	0.06	1.25	1.15
1.47	0.06	1.25	1.15
1.47	0.06	1.25	1.15
1.29	0.08	2.83	1.19
1.29	0.08	2.83	1.19
1.29	0.08	2.83	1.19
1.29	0.08	2.83	1.19
1.49	0.71	5.13	1.48
1.49	0.71	5.13	1.48
1.49	0.71	5.13	1.48
1.49	0.71	5.13	1.48
4.99	0.44	4.24	2.15
4.99	0.44	4.24	2.15
4.99	0.44	4.24	2.15
4.99	0.44	4.24	2.15
3.50	0.14	1.58	1.77
3.50	0.14	1.58	1.77
3.50	0.14	1.58	1.77
3.50	0.14	1.58	1.77
1.39	0.14	1.75	1.57
1.39	0.14	1.75	1.57
1.39	0.14	1.75	1.57
1.39	0.14	1.75	1.57
3.69	0.15	1.61	1.25
3.69	0.15	1.61	1.25
3.69	0.15	1.61	1.25
3.69	0.15	1.61	1.25
0.92	0.16	1.60	1.23
0.92	0.16	1.60	1.23
0.92	0.16	1.60	1.23
0.92	0.16	1.60	1.23
1.07	0.12	1.74	2.06
1.07	0.12	1.74	2.06
1.07	0.12	1.74	2.06
1.07	0.12	1.74	2.06
1.14	0.12	1.60	1.67
1.14	0.12	1.60	1.67
1.14	0.12	1.60	1.67
1.14	0.12	1.60	1.67
3.53	0.12	1.59	1.79
3.53	0.12	1.59	1.79
3.53	0.12	1.59	1.79
3.53	0.12	1.59	1.79
2.73	0.18	1.77	2.08
2.73	0.18	1.77	2.08
2.73	0.18	1.77	2.08
2.73	0.18	1.77	2.08
1.32	0.13	1.57	2.77
1.32	0.13	1.57	2.77
1.32	0.13	1.57	2.77
1.32	0.13	1.57	2.77
1.31	0.14	1.66	1.73
1.31	0.14	1.66	1.73
1.31	0.14	1.66	1.73
1.31	0.14	1.66	1.73
2.14	0.11	1.80	1.92
2.14	0.11	1.80	1.92
2.14	0.11	1.80	1.92
2.14	0.11	1.80	1.92
1.74	0.16	1.20	1.69
1.74	0.16	1.20	1.69
1.74	0.16	1.20	1.69
1.74	0.16	1.20	1.69
1.50	0.14	1.11	1.26
1.50	0.14	1.11	1.26
1.50	0.14	1.11	1.26
1.50	0.14	1.11	1.26
1.47	0.14	1.14	1.38
1.47	0.14	1.14	1.38
1.47	0.14	1.14	1.38
1.47	0.14	1.14	1.38
1.48	0.44	2.71	2.00
1.48	0.44	2.71	2.00
1.48	0.44	2.71	2.00
1.48	0.44	2.71	2.00
1.69	0.44	2.63	1.97
1.69	0.44	2.63	1.97
1.69	0.44	2.63	1.97
1.69	0.44	2.63	1.97
1.35	0.31	2.61	1.92
1.35	0.31	2.61	1.92
1.35	0.31	2.61	1.92
1.35	0.31	2.61	1.92
1.35	0.36	2.63	1.95
1.35	0.36	2.63	1.95
1.35	0.36	2.63	1.95
1.35	0.36	2.63	1.95
1.36	0.32	2.73	2.04
1.36	0.32	2.73	2.04
1.36	0.32	2.73	2.04
1.36	0.32	2.73	2.04
1.40	0.34	2.75	2.33
1.40	0.34	2.75	2.33
1.40	0.34	2.75	2.33
1.40	0.34	2.75	2.33
1.46	0.31	2.66	2.15
1.46	0.31	2.66	2.15
1.46	0.31	2.66	2.15
1.46	0.31	2.66	2.15
0.82	0.28	1.90	2.03
0.82	0.28	1.90	2.03
0.82	0.28	1.90	2.03
0.82	0.28	1.90	2.03
1.16	0.32	2.00	1.92
1.16	0.32	2.00	1.92
1.16	0.32	2.00	1.92
1.16	0.32	2.00	1.92
1.09	0.30	2.37	1.76
1.09	0.30	2.37	1.76
1.09	0.30	2.37	1.76
1.09	0.30	2.37	1.76
2.49	0.35	3.73	2.03
2.49	0.35	3.73	2.03
2.49	0.35	3.73	2.03
2.49	0.35	3.73	2.03
0.76	0.11	0.82	1.69
0.76	0.11	0.82	1.69
0.76	0.11	0.82	1.69
0.76	0.11	0.82	1.69
0.75	0.05	0.60	1.56
0.75	0.05	0.60	1.56
0.75	0.05	0.60	1.56
0.75	0.05	0.60	1.56
0.74	0.04	0.58	1.55
0.74	0.04	0.58	1.55
0.74	0.04	0.58	1.55
0.74	0.04	0.58	1.55
0.73	0.16	1.45	1.43
0.73	0.16	1.45	1.43
0.73	0.16	1.45	1.43
0.73	0.16	1.45	1.43
0.87	0.23	1.54	1.50
0.87	0.23	1.54	1.50
0.87	0.23	1.54	1.50
0.87	0.23	1.54	1.50
0.73	0.18	2.94	1.89
0.73	0.18	2.94	1.89
0.73	0.18	2.94	1.89
0.73	0.18	2.94	1.89
1.77	0.17	1.45	1.56
1.77	0.17	1.45	1.56
1.77	0.17	1.45	1.56
1.77	0.17	1.45	1.56
1.40	0.15	2.89	1.68
1.40	0.15	2.89	1.68
1.40	0.15	2.89	1.68
1.40	0.15	2.89	1.68
11.82	0.18	3.44	4.01
11.82	0.18	3.44	4.01
11.82	0.18	3.44	4.01
11.82	0.18	3.44	4.01
20.12	0.31	3.51	2.87
20.12	0.31	3.51	2.87
20.12	0.31	3.51	2.87
20.12	0.31	3.51	2.87
1.02	4.34	1.91	2.22
1.02	4.34	1.91	2.22
1.02	4.34	1.91	2.22
1.02	4.34	1.91	2.22
1.11	0.14	1.31	13.97
1.11	0.14	1.31	13.97
1.11	0.14	1.31	13.97
1.11	0.14	1.31	13.97
1.73	0.26	1.45	17.95
1.73	0.26	1.45	17.95
1.73	0.26	1.45	17.95
1.73	0.26	1.45	17.95
2.23	0.47	1.84	10.81
2.23	0.47	1.84	10.81
2.23	0.47	1.84	10.81
2.23	0.47	1.84	10.81
0.99	1.11	1.70	18.08
0.99	1.11	1.70	18.08
0.99	1.11	1.70	18.08
0.99	1.11	1.70	18.08
15.78	0.56	2.80	2.35
15.78	0.56	2.80	2.35
15.78	0.56	2.80	2.35
15.78	0.56	2.80	2.35
3.85	0.12	2.17	2.13
3.85	0.12	2.17	2.13
3.85	0.12	2.17	2.13
3.85	0.12	2.17	2.13
1.26	0.12	2.56	2.07
1.26	0.12	2.56	2.07
1.26	0.12	2.56	2.07
1.26	0.12	2.56	2.07
10.56	0.12	1.95	0.83
10.56	0.12	1.95	0.83
10.56	0.12	1.95	0.83
10.56	0.12	1.95	0.83
27.96	2.08	7.25	4.56
27.96	2.08	7.25	4.56
27.96	2.08	7.25	4.56
27.96	2.08	7.25	4.56
28.26	18.13	16.33	1.51
28.26	18.13	16.33	1.51
28.26	18.13	16.33	1.51
28.26	18.13	16.33	1.51
5.06	0.20	3.23	2.67
5.06	0.20	3.23	2.67
5.06	0.20	3.23	2.67
5.06	0.20	3.23	2.67
0.59	0.18	1.34	2.21
0.59	0.18	1.34	2.21
0.59	0.18	1.34	2.21
0.59	0.18	1.34	2.21
1.77	0.14	2.04	2.83
1.77	0.14	2.04	2.83
1.77	0.14	2.04	2.83
1.77	0.14	2.04	2.83
13.04	0.24	4.08	1.32
13.04	0.24	4.08	1.32
13.04	0.24	4.08	1.32
13.04	0.24	4.08	1.32
1.06	0.15	0.28	14.85
1.06	0.15	0.28	14.85
1.06	0.15	0.28	14.85
1.06	0.15	0.28	14.85
0.83	0.30	0.27	16.20
0.83	0.30	0.27	16.20
0.83	0.30	0.27	16.20
0.83	0.30	0.27	16.20
0.71	0.35	0.27	15.79
0.71	0.35	0.27	15.79
0.71	0.35	0.27	15.79
0.71	0.35	0.27	15.79
0.82	0.30	0.26	16.00
0.82	0.30	0.26	16.00
0.82	0.30	0.26	16.00
0.82	0.30	0.26	16.00
0.68	0.33	0.29	15.98
0.68	0.33	0.29	15.98
0.68	0.33	0.29	15.98
0.68	0.33	0.29	15.98
0.64	0.30	0.28	15.79
0.64	0.30	0.28	15.79
0.64	0.30	0.28	15.79
0.64	0.30	0.28	15.79
0.71	0.20	0.24	16.34
0.71	0.20	0.24	16.34
0.71	0.20	0.24	16.34
0.71	0.20	0.24	16.34
0.45	0.29	0.23	16.24
0.45	0.29	0.23	16.24
0.45	0.29	0.23	16.24
0.45	0.29	0.23	16.24
0.61	0.29	0.27	16.13
0.61	0.29	0.27	16.13
0.61	0.29	0.27	16.13
0.61	0.29	0.27	16.13
0.78	0.40	0.23	15.85
0.78	0.40	0.23	15.85
0.78	0.40	0.23	15.85
0.78	0.40	0.23	15.85
0.90	0.15	0.23	15.98
0.90	0.15	0.23	15.98
0.90	0.15	0.23	15.98
0.90	0.15	0.23	15.98
0.89	0.16	0.23	16.24
0.89	0.16	0.23	16.24
0.89	0.16	0.23	16.24
0.89	0.16	0.23	16.24
0.64	0.16	0.23	16.45
0.64	0.16	0.23	16.45
0.64	0.16	0.23	16.45
0.64	0.16	0.23	16.45
0.55	0.29	0.25	15.80
0.55	0.29	0.25	15.80
0.55	0.29	0.25	15.80
0.55	0.29	0.25	15.80
0.92	0.17	0.24	16.32
0.92	0.17	0.24	16.32
0.92	0.17	0.24	16.32
0.92	0.17	0.24	16.32
0.77	0.16	0.23	16.32
0.77	0.16	0.23	16.32
0.77	0.16	0.23	16.32
0.77	0.16	0.23	16.32
0.47	0.28	0.23	15.71
0.47	0.28	0.23	15.71
0.47	0.28	0.23	15.71
0.47	0.28	0.23	15.71
0.58	0.16	0.21	16.27
0.58	0.16	0.21	16.27
0.58	0.16	0.21	16.27
0.58	0.16	0.21	16.27
0.57	0.30	0.22	16.14
0.57	0.30	0.22	16.14
0.57	0.30	0.22	16.14
0.57	0.30	0.22	16.14
0.45	0.26	0.21	16.61
0.45	0.26	0.21	16.61
0.45	0.26	0.21	16.61
0.45	0.26	0.21	16.61
0.97	0.45	0.61	15.39
0.97	0.45	0.61	15.39
0.97	0.45	0.61	15.39
0.97	0.45	0.61	15.39
1.20	0.36	0.54	15.62
1.20	0.36	0.54	15.62
1.20	0.36	0.54	15.62
1.20	0.36	0.54	15.62
1.21	0.33	0.51	15.40
1.21	0.33	0.51	15.40
1.21	0.33	0.51	15.40
1.21	0.33	0.51	15.40
6.35	0.33	1.76	9.23
6.35	0.33	1.76	9.23
6.35	0.33	1.76	9.23
6.35	0.33	1.76	9.23
0.51	0.29	1.73	14.76
0.51	0.29	1.73	14.76
0.51	0.29	1.73	14.76
0.51	0.29	1.73	14.76
2.67	0.28	2.00	3.66
2.67	0.28	2.00	3.66
2.67	0.28	2.00	3.66
2.67	0.28	2.00	3.66
9.46	0.47	10.07	1.58
9.46	0.47	10.07	1.58
9.46	0.47	10.07	1.58
9.46	0.47	10.07	1.58
2.00	0.41	0.85	11.45
2.00	0.41	0.85	11.45
2.00	0.41	0.85	11.45
2.00	0.41	0.85	11.45
2.12	0.58	0.86	14.36
2.12	0.58	0.86	14.36
2.12	0.58	0.86	14.36
2.12	0.58	0.86	14.36
2.09	0.57	0.85	14.43
2.09	0.57	0.85	14.43
2.09	0.57	0.85	14.43
2.09	0.57	0.85	14.43
2.04	0.56	0.90	14.47
2.04	0.56	0.90	14.47
2.04	0.56	0.90	14.47
2.04	0.56	0.90	14.47
2.08	0.55	0.84	14.41
2.08	0.55	0.84	14.41
2.08	0.55	0.84	14.41
2.08	0.55	0.84	14.41
2.02	0.53	0.84	14.51
2.02	0.53	0.84	14.51
2.02	0.53	0.84	14.51
2.02	0.53	0.84	14.51
1.46	0.78	0.87	14.83
1.46	0.78	0.87	14.83
1.46	0.78	0.87	14.83
1.46	0.78	0.87	14.83
1.48	0.57	0.88	15.29
1.48	0.57	0.88	15.29
1.48	0.57	0.88	15.29
1.48	0.57	0.88	15.29
1.34	0.78	0.93	14.65
1.34	0.78	0.93	14.65
1.34	0.78	0.93	14.65
1.34	0.78	0.93	14.65
1.39	0.55	0.87	15.23
1.39	0.55	0.87	15.23
1.39	0.55	0.87	15.23
1.39	0.55	0.87	15.23
1.39	0.56	0.88	14.71
1.39	0.56	0.88	14.71
1.39	0.56	0.88	14.71
1.39	0.56	0.88	14.71
1.39	0.52	0.86	15.37
1.39	0.52	0.86	15.37
1.39	0.52	0.86	15.37
1.39	0.52	0.86	15.37
1.42	0.54	0.84	15.05
1.42	0.54	0.84	15.05
1.42	0.54	0.84	15.05
1.42	0.54	0.84	15.05
1.59	0.58	0.87	14.95
1.59	0.58	0.87	14.95
1.59	0.58	0.87	14.95
1.59	0.58	0.87	14.95
1.39	0.55	0.85	15.21
1.39	0.55	0.85	15.21
1.39	0.55	0.85	15.21
1.39	0.55	0.85	15.21
1.38	0.58	0.90	15.09
1.38	0.58	0.90	15.09
1.38	0.58	0.90	15.09
1.38	0.58	0.90	15.09
1.57	0.56	0.86	14.84
1.57	0.56	0.86	14.84
1.57	0.56	0.86	14.84
1.57	0.56	0.86	14.84
1.42	0.52	0.86	15.34
1.42	0.52	0.86	15.34
1.42	0.52	0.86	15.34
1.42	0.52	0.86	15.34
1.52	0.54	0.83	15.17
1.52	0.54	0.83	15.17
1.52	0.54	0.83	15.17
1.52	0.54	0.83	15.17
1.59	0.60	0.83	15.52
1.59	0.60	0.83	15.52
1.59	0.60	0.83	15.52
1.59	0.60	0.83	15.52
2.05	0.67	0.89	14.30
2.05	0.67	0.89	14.30
2.05	0.67	0.89	14.30
2.05	0.67	0.89	14.30
1.44	0.51	0.85	14.98
1.44	0.51	0.85	14.98
1.44	0.51	0.85	14.98
1.44	0.51	0.85	14.98
1.38	0.69	0.80	15.02
1.38	0.69	0.80	15.02
1.38	0.69	0.80	15.02
1.38	0.69	0.80	15.02
1.69	0.47	2.64	13.35
1.69	0.47	2.64	13.35
1.69	0.47	2.64	13.35
1.69	0.47	2.64	13.35
1.37	0.40	2.65	13.59
1.37	0.40	2.65	13.59
1.37	0.40	2.65	13.59
1.37	0.40	2.65	13.59
1.35	0.61	2.79	12.52
1.35	0.61	2.79	12.52
1.35	0.61	2.79	12.52
1.35	0.61	2.79	12.52
3.29	1.18	3.10	2.12
3.29	1.18	3.10	2.12
3.29	1.18	3.10	2.12
3.29	1.18	3.10	2.12
4.60	0.30	2.97	2.71
4.60	0.30	2.97	2.71
4.60	0.30	2.97	2.71
4.60	0.30	2.97	2.71
50.00	4.05	20.64	1.56
50.00	4.05	20.64	1.56
50.00	4.05	20.64	1.56
50.00	4.05	20.64	1.56
23.71	0.73	7.88	4.07
23.71	0.73	7.88	4.07
23.71	0.73	7.88	4.07
23.71	0.73	7.88	4.07
7.53	0.51	3.35	12.59
7.53	0.51	3.35	12.59
7.53	0.51	3.35	12.59
7.53	0.51	3.35	12.59
3.11	0.54	2.75	13.28
3.11	0.54	2.75	13.28
3.11	0.54	2.75	13.28
3.11	0.54	2.75	13.28
3.08	0.52	2.72	13.18
3.08	0.52	2.72	13.18
3.08	0.52	2.72	13.18
3.08	0.52	2.72	13.18
3.11	0.51	2.63	13.30
3.11	0.51	2.63	13.30
3.11	0.51	2.63	13.30
3.11	0.51	2.63	13.30
3.05	0.53	2.92	13.13
3.05	0.53	2.92	13.13
3.05	0.53	2.92	13.13
3.05	0.53	2.92	13.13
3.03	0.50	2.65	13.40
3.03	0.50	2.65	13.40
3.03	0.50	2.65	13.40
3.03	0.50	2.65	13.40
3.11	0.51	2.65	13.16
3.11	0.51	2.65	13.16
3.11	0.51	2.65	13.16
3.11	0.51	2.65	13.16
3.19	0.51	2.62	13.61
3.19	0.51	2.62	13.61
3.19	0.51	2.62	13.61
3.19	0.51	2.62	13.61
3.08	0.52	0.86	15.03
3.08	0.52	0.86	15.03
3.08	0.52	0.86	15.03
3.08	0.52	0.86	15.03
3.27	0.52	0.87	14.89
3.27	0.52	0.87	14.89
3.27	0.52	0.87	14.89
3.27	0.52	0.87	14.89
3.23	0.52	0.89	16.43
3.23	0.52	0.89	16.43
3.23	0.52	0.89	16.43
3.23	0.52	0.89	16.43
3.00	1.05	1.92	13.69
3.00	1.05	1.92	13.69
3.00	1.05	1.92	13.69
3.00	1.05	1.92	13.69
6.55	1.03	1.91	13.34
6.55	1.03	1.91	13.34
6.55	1.03	1.91	13.34
6.55	1.03	1.91	13.34
6.52	1.53	2.66	12.38
6.52	1.53	2.66	12.38
6.52	1.53	2.66	12.38
6.52	1.53	2.66	12.38
7.99	1.34	2.49	12.89
7.99	1.34	2.49	12.89
7.99	1.34	2.49	12.89
7.99	1.34	2.49	12.89
8.13	1.33	2.59	12.09
8.13	1.33	2.59	12.09
8.13	1.33	2.59	12.09
8.13	1.33	2.59	12.09
8.38	1.51	2.60	10.87
8.38	1.51	2.60	10.87
8.38	1.51	2.60	10.87
8.38	1.51	2.60	10.87
8.28	0.74	1.32	14.40
8.28	0.74	1.32	14.40
8.28	0.74	1.32	14.40
8.28	0.74	1.32	14.40
4.43	1.00	1.05	14.67
4.43	1.00	1.05	14.67
4.43	1.00	1.05	14.67
4.43	1.00	1.05	14.67
15.38	0.93	8.23	7.24
15.38	0.93	8.23	7.24
15.38	0.93	8.23	7.24
15.38	0.93	8.23	7.24
10.59	0.53	3.82	4.22
10.59	0.53	3.82	4.22
10.59	0.53	3.82	4.22
10.59	0.53	3.82	4.22
19.84	0.14	1.42	1.06
19.84	0.14	1.42	1.06
19.84	0.14	1.42	1.06
19.84	0.14	1.42	1.06
1.31	0.16	2.06	0.87
1.31	0.16	2.06	0.87
1.31	0.16	2.06	0.87
1.31	0.16	2.06	0.87
5.26	0.28	2.02	1.14
5.26	0.28	2.02	1.14
5.26	0.28	2.02	1.14
5.26	0.28	2.02	1.14
10.40	14.82	14.31	1.19
10.40	14.82	14.31	1.19
10.40	14.82	14.31	1.19
10.40	14.82	14.31	1.19
11.31	0.19	4.55	1.74
11.31	0.19	4.55	1.74
11.31	0.19	4.55	1.74
11.31	0.19	4.55	1.74
49.11	0.44	3.33	2.17
49.11	0.44	3.33	2.17
49.11	0.44	3.33	2.17
49.11	0.44	3.33	2.17
2.77	0.26	2.95	3.40
2.77	0.26	2.95	3.40
2.77	0.26	2.95	3.40
2.77	0.26	2.95	3.40
8.02	0.38	6.30	4.00
8.02	0.38	6.30	4.00
8.02	0.38	6.30	4.00
8.02	0.38	6.30	4.00
50.00	0.12	0.37	3.49
50.00	0.12	0.37	3.49
50.00	0.12	0.37	3.49
50.00	0.12	0.37	3.49
8.15	0.23	2.38	0.97
8.15	0.23	2.38	0.97
8.15	0.23	2.38	0.97
8.15	0.23	2.38	0.97
19.67	11.21	12.00	1.46
19.67	11.21	12.00	1.46
19.67	11.21	12.00	1.46
19.67	11.21	12.00	1.46
11.57	0.20	3.26	1.48
11.57	0.20	3.26	1.48
11.57	0.20	3.26	1.48
11.57	0.20	3.26	1.48
0.45	0.16	1.24	1.22
0.45	0.16	1.24	1.22
0.45	0.16	1.24	1.22
